NGRAM,NCOUNT,LEN,WCOUNT,MASKED,IMPORTANCE,REDUNDANT
ფრჩხილე,2,7,51,pრჩხილე,102,False
<სწორხა,2,7,51,<სcორხა,102,False
მკვლევა,2,7,51,მkვლევა,102,False
კვლევარ,2,7,51,kვლევარ,102,False
ქვრივებ,2,7,51,kვრივებ,102,False
დაწყები,2,7,51,დაcყები,102,False
კბილანე,2,7,51,kბილანე,102,False
აკუმული,2,7,51,აkუმული,102,False
კუმულირ,2,7,51,kუმულირ,102,False
ღრმული>,2,7,51,გრმული>,102,False
ამოწურვ,2,7,51,ამოcურვ,102,False
<კობალტ,2,7,51,<kობალt,102,False
<სტუმრე,2,7,51,<სtუმრე,102,False
რელიეფი,2,7,51,რელიეpი,102,False
<შენიღბ,2,7,51,<შენიგბ,102,False
რიგალებ,2,7,51,რიგალებ,102,False
ამგვანე,2,7,51,ამგვანე,102,False
ატიკული,2,7,51,აtიkული,102,False
გალვანი,2,7,51,გალვანი,102,False
ვეტელი>,2,7,51,ვეtელი>,102,False
ალაქტიკ,2,7,51,ალაktიk,102,False
<ელევატ,2,7,51,<ელევაt,102,False
ევატორი,2,7,51,ევაtორი,102,False
ნიტარულ,2,7,51,ნიtარულ,102,False
ზღვაოსნ,2,7,51,ზგვაოსნ,102,False
ნაცვლეო,2,7,51,ნაcვლეო,102,False
აცვლეობ,2,7,51,აcვლეობ,102,False
რაფინირ,2,7,51,რაpინირ,102,False
ოტიკური,2,7,51,ოtიkური,102,False
შეფარდე,2,7,51,შეpარდე,102,False
აბიჯები,2,7,51,აბიjები,102,False
<კმაყოფ,2,7,51,<kმაყოp,102,False
სმოლოგი,2,7,51,სმოლოგი,102,False
სპექტრი,2,7,51,სpეktრი,102,False
<შიკრიკ,2,7,51,<შიkრიk,102,False
<დაამატ,2,7,51,<დაამაt,102,False
ხაზგასმ,2,7,51,ხაზგასმ,102,False
აქვავებ,2,7,51,აkვავებ,102,False
ნაპირის,2,7,51,ნაpირის,102,False
ბუქსირი,2,7,51,ბუkსირი,102,False
იაფრაგმ,2,7,51,იაpრაგმ,102,False
დიაფრაგ,2,7,51,დიაpრაგ,102,False
ყავისფე,2,7,51,ყავისpე,102,False
ავისფერ,2,7,51,ავისpერ,102,False
ატკეცილ,2,7,51,აtkეcილ,102,False
კომენტა,2,7,51,kომენtა,102,False
რკვევა>,2,7,51,რkვევა>,102,False
იკიანი>,2,7,51,იkიანი>,102,False
დამდგარ,2,7,51,დამდგარ,102,False
უკიდებლ,2,7,51,უkიდებლ,102,False
<ტროპიკ,2,7,51,<tროpიk,102,False
მოცენებ,2,7,51,მოcენებ,102,False
ღმოცენე,2,7,51,გმოcენე,102,False
ღაუჭება,2,7,51,გაუჭება,102,False
ქტიკული,2,7,51,ktიkული,102,False
ორესპონ,2,7,51,ორესpონ,102,False
მარცხვი,2,7,51,მარcხვი,102,False
<მორცხვ,2,7,51,<მორcხვ,102,False
<საათის,2,7,51,<სააtის,102,False
ნჯებული,2,7,51,ნjებული,102,False
ღლეები>,2,7,51,გლეები>,102,False
სისუსტე,2,7,51,სისუსtე,102,False
რცხვინო,2,7,51,რcხვინო,102,False
ხარჯვა>,2,7,51,ხარjვა>,102,False
მცდელი>,2,7,51,მcდელი>,102,False
<შექცეუ,2,7,51,<შეkcეუ,102,False
რმატური,2,7,51,რმაtური,102,False
კეტილი>,2,7,51,kეtილი>,102,True
<თანაბრ,2,7,51,<tანაბრ,102,False
გეგმები,2,7,51,გეგმები,102,False
აწებება,2,7,51,აcებება,102,False
ხელთათმ,2,7,51,ხელtაtმ,102,False
ელთათმა,2,7,51,ელtაtმა,102,False
ლთათმან,2,7,51,ლtაtმან,102,False
<კეთილშ,2,7,50,<kეtილშ,100,False
<არაგულ,2,7,50,<არაგულ,100,False
<თითები,2,7,50,<tიtები,100,False
მფრენი>,2,7,50,მpრენი>,100,False
ოლეკულა,2,7,50,ოლეkულა,100,False
<უცვლელ,2,7,50,<უcვლელ,100,False
აკნილი>,2,7,50,აkნილი>,100,False
აუმაძღრ,2,7,50,აუმაძგრ,100,False
აგეგმვა,2,7,50,აგეგმვა,100,False
ქტროლიზ,2,7,50,ktროლიზ,100,False
ნდათანო,2,7,50,ნდაtანო,100,False
დათანობ,2,7,50,დაtანობ,100,False
მარშრუტ,2,7,50,მარშრუt,100,False
<სასიკვ,2,7,50,<სასიkვ,100,False
<გორაკი,2,7,50,<გორაkი,100,False
წუწუნებ,2,7,50,cუcუნებ,100,False
<მკრთალ,2,7,50,<მkრtალ,100,False
<ოცნება,2,7,50,<ოcნება,100,False
<გულუბრ,2,7,50,<გულუბრ,100,False
გულუბრყ,2,7,50,გულუბრყ,100,False
გამოუცდ,2,7,50,გამოუcდ,100,False
გობრები,2,7,50,გობრები,100,False
<ფეხები,2,7,50,<pეხები,100,False
თხოვნებ,2,7,50,tხოვნებ,100,False
<მიმწოდ,2,7,50,<მიმcოდ,100,False
რცხნის>,2,7,50,რcხნის>,100,False
არცხნის,2,7,50,არcხნის,100,False
ლკევება,2,7,50,ლkევება,100,False
ოენერგი,2,7,50,ოენერგი,100,False
საოცარი,2,7,50,საოcარი,100,False
ბალისტი,2,7,50,ბალისtი,100,False
ონავტი>,2,7,50,ონავtი>,100,False
<არტერი,2,7,50,<არtერი,100,False
<აქანდა,2,7,50,<აkანდა,100,False
ნციალის,2,7,50,ნcიალის,100,False
<ატომგუ,2,7,50,<აtომგუ,100,False
სახელგა,2,7,50,სახელგა,100,False
<სახელგ,2,7,50,<სახელგ,100,False
აყვითლე,2,7,50,აყვიtლე,100,False
აკეტები,2,7,50,აkეtები,100,False
ლკანიან,2,7,50,ლkანიან,100,False
აქსიალუ,2,7,50,აkსიალუ,100,False
ქსიალურ,2,7,50,kსიალურ,100,False
დაჩლუნგ,2,7,50,დაჩლუნგ,100,False
იცხვის>,2,7,50,იcხვის>,100,False
<საკონდ,2,7,50,<საkონდ,100,False
აფინირე,2,7,50,აpინირე,100,False
ფინირებ,2,7,50,pინირებ,100,False
რეპეტიც,2,7,50,რეpეtიc,100,False
ეპეტიცი,2,7,50,ეpეtიcი,100,False
უთანხმო,2,7,50,უtანხმო,100,False
აძგერებ,2,7,50,აძგერებ,100,False
მუქრება,2,7,50,მუkრება,100,False
<უთანაბ,2,7,50,<უtანაბ,100,False
<კარკას,2,7,50,<kარkას,100,False
<დანადგ,2,7,50,<დანადგ,100,False
უწერელი,2,7,50,უcერელი,100,False
<აქსელე,2,7,50,<აkსელე,100,False
აქსელერ,2,7,50,აkსელერ,100,False
კუთვნილ,2,7,50,kუtვნილ,100,False
გამოქვე,2,7,50,გამოkვე,100,False
ვექტორი,2,7,50,ვეktორი,100,False
მწიფება,2,7,50,მcიpება,100,False
ისტრალი,2,7,50,ისtრალი,100,False
ტკეცილი,2,7,50,tkეcილი,100,False
ტყიანი>,2,7,50,tყიანი>,100,False
ნფექცია,2,7,50,ნpეkcია,100,False
<გამხნე,2,7,50,<გამხნე,100,False
გამხნევ,2,7,50,გამხნევ,100,False
ნტრიდან,2,7,50,ნtრიდან,100,False
ენტრიდა,2,7,50,ენtრიდა,100,False
ცენტრიდ,2,7,50,cენtრიდ,100,False
ლოკაციუ,2,7,50,ლოkაcიუ,100,False
ოკაციურ,2,7,50,ოkაcიურ,100,False
კრიალი>,2,7,50,kრიალი>,100,False
ლწრფელა,2,7,50,ლcრpელა,100,False
შტემპელ,3,7,33,შtემpელ,99,False
<დაცურე,2,7,49,<დაcურე,98,False
კაწრავს,2,7,49,kაcრავს,98,False
ელეგანტ,2,7,49,ელეგანt,98,False
ლეგანტუ,2,7,49,ლეგანtუ,98,False
ეგანტურ,2,7,49,ეგანtურ,98,False
<კოსმეტ,2,7,49,<kოსმეt,98,False
<კერამი,2,7,49,<kერამი,98,False
ტვირთა>,2,7,49,tვირtა>,98,False
მომატებ,2,7,49,მომაtებ,98,False
დანამატ,2,7,49,დანამაt,98,False
გეგმვა>,2,7,49,გეგმვა>,98,False
დაქცეულ,2,7,49,დაkcეულ,98,False
რდაქმნი,2,7,49,რდაkმნი,98,False
ლაპლაპე,2,7,49,ლაpლაpე,98,False
იკვდილო,2,7,49,იkვდილო,98,False
<ფუნთუშ,2,7,49,<pუნtუშ,98,False
წიგნები,2,7,49,cიგნები,98,False
საოცრად,2,7,49,საოcრად,98,False
აოცრად>,2,7,49,აოcრად>,98,False
დაგრეხი,2,7,49,დაგრეხი,98,False
ამოუცდე,2,7,49,ამოუcდე,98,False
მოუცდელ,2,7,49,მოუcდელ,98,False
ღელვებე,2,7,49,გელვებე,98,False
<გადაყი,2,7,49,<გადაყი,98,False
ლოებითი,2,7,49,ლოებიtი,98,False
თხვები>,2,7,49,tხვები>,98,False
<სკეპტი,2,7,49,<სkეptი,98,False
ფრეზული,2,7,49,pრეზული,98,False
ამოწმა>,2,7,49,ამოcმა>,98,False
კევება>,2,7,49,kევება>,98,False
<კანფეტ,2,7,49,<kანpეt,98,False
კვარელი,2,7,49,kვარელი,98,False
კობალტი,2,7,49,kობალtი,98,False
<არასტა,2,7,49,<არასtა,98,False
არეცხილ,2,7,49,არეcხილ,98,False
აგლეჯს>,2,7,49,აგლეjს>,98,False
გრიგალე,2,7,49,გრიგალე,98,False
<ევოლუც,2,7,49,<ევოლუc,98,False
დიამეტრ,2,7,49,დიამეtრ,98,False
<დიამეტ,2,7,49,<დიამეt,98,False
უმულაცი,2,7,49,უმულაcი,98,False
კუმულაც,2,7,49,kუმულაc,98,False
აფორმებ,2,7,49,აpორმებ,98,False
<გალაქტ,2,7,49,<გალაkt,98,False
ადვოკატ,2,7,49,ადვოkაt,98,False
ათავებს,2,7,49,აtავებს,98,False
ტმოქმედ,2,7,49,tმოkმედ,98,True
დაბლაგვ,2,7,49,დაბლაგვ,98,False
ალაქავე,2,7,49,ალაkავე,98,False
<გამოაქ,2,7,49,<გამოაk,98,False
ქარგვა>,2,7,49,kარგვა>,98,False
კუთრება,2,7,49,kუtრება,98,False
ცივებელ,2,7,49,cივებელ,98,False
გრიგალი,2,7,49,გრიგალი,98,False
მკრები>,2,7,49,მkრები>,98,False
მოხეთქა,2,7,49,მოხეtkა,98,False
რქმევა>,2,7,49,რkმევა>,98,False
ოთხოვნი,2,7,49,ოtხოვნი,98,False
<არგუმე,2,7,49,<არგუმე,98,False
<კომბაი,2,7,49,<kომბაი,98,False
ბარიტულ,2,7,49,ბარიtულ,98,False
არიტული,2,7,49,არიtული,98,False
ალანძღა,2,7,49,ალანძგა,98,False
<გაზვია,2,7,49,<გაზვია,98,False
<ამოკვე,2,7,49,<ამოkვე,98,False
ამარცხვ,2,7,49,ამარcხვ,98,False
<განიცდ,2,7,49,<განიcდ,98,False
ერთხელ>,2,7,49,ერtხელ>,98,False
იისფერი,2,7,49,იისpერი,98,False
არმოთქმ,2,7,49,არმოtkმ,98,False
აკეტილი,2,7,49,აkეtილი,98,False
მთბარი>,2,7,49,მtბარი>,98,False
ღვრემილ,2,7,48,გვრემილ,96,False
<რადიაც,2,7,48,<რადიაc,96,False
განტური,2,7,48,განtური,96,False
გესლიან,2,7,48,გესლიან,96,False
ღტაცება,2,7,48,გtაcება,96,False
აპლაპებ,2,7,48,აpლაpებ,96,False
მატოგრა,2,7,48,მაtოგრა,96,False
<მანიპუ,2,7,48,<მანიpუ,96,False
იგნები>,2,7,48,იგნები>,96,False
ეთოვანი,2,7,48,ეtოვანი,96,False
ამოთხრი,2,7,48,ამოtხრი,96,False
რსიტეტი,2,7,48,რსიtეtი,96,False
ოღუნვა>,2,7,48,ოგუნვა>,96,False
მოღუნვა,2,7,48,მოგუნვა,96,False
ფიცარი>,2,7,48,pიcარი>,96,False
ფიციენტ,2,7,48,pიcიენt,96,False
<გადამდ,2,7,48,<გადამდ,96,False
ავშეუკა,2,7,48,ავშეუkა,96,False
ვშეუკავ,2,7,48,ვშეუkავ,96,False
უკავებე,2,7,48,უkავებე,96,False
თავშეუკ,2,7,48,tავშეუk,96,False
<კოეფიც,2,7,48,<kოეpიc,96,False
კოეფიცი,2,7,48,kოეpიcი,96,False
ოეფიციე,2,7,48,ოეpიcიე,96,False
ეფიციენ,2,7,48,ეpიcიენ,96,False
დეკორაც,2,7,48,დეkორაc,96,False
ეკორაცი,2,7,48,ეkორაcი,96,False
<კონტინ,2,7,48,<kონtინ,96,False
ფარველი,2,7,48,pარველი,96,False
აჯდომის,2,7,48,აjდომის,96,False
ღვთისმო,2,7,48,გვtისმო,96,False
თლიანობ,2,7,48,tლიანობ,96,False
<ალპინი,2,7,48,<ალpინი,96,False
დამაკმა,2,7,48,დამაkმა,96,False
ამაკმაყ,2,7,48,ამაkმაყ,96,False
მაკმაყო,2,7,48,მაkმაყო,96,False
<გაანალ,2,7,48,<გაანალ,96,False
გაანალი,2,7,48,გაანალი,96,False
<ადვოკა,2,7,48,<ადვოkა,96,False
<ჯოჯოხე,2,7,48,<jოjოხე,96,False
ჯოჯოხეთ,2,7,48,jოjოხეt,96,False
წითლებს,2,7,48,cიtლებს,96,False
ამღვრევ,2,7,48,ამგვრევ,96,False
მენტისა,2,7,48,მენtისა,96,False
<დრაკონ,2,7,48,<დრაkონ,96,False
წმებელი,2,7,48,cმებელი,96,False
ოწმებელ,2,7,48,ოcმებელ,96,False
<ემპირი,2,7,48,<ემpირი,96,False
<დიფუზო,2,7,48,<დიpუზო,96,False
ოტანილი,2,7,48,ოtანილი,96,False
<თარაზუ,2,7,48,<tარაზუ,96,False
<დატყვე,2,7,48,<დაtყვე,96,False
დატყვევ,2,7,48,დაtყვევ,96,False
აქციული,2,7,48,აkcიული,96,False
გონებამ,2,7,48,გონებამ,96,False
ფაიფური,2,7,48,pაიpური,96,False
აგზნებს,2,7,48,აგზნებს,96,False
ალტერნა,2,7,48,ალtერნა,96,False
<ალტერნ,2,7,48,<ალtერნ,96,False
<განდეგ,2,7,48,<განდეგ,96,False
განდეგი,2,7,48,განდეგი,96,False
ანდეგილ,2,7,48,ანდეგილ,96,False
აუწყლოე,2,7,48,აუcყლოე,96,False
უწყლოებ,2,7,48,უcყლოებ,96,False
ნცვიფრე,2,7,48,ნcვიpრე,96,False
აშხეფა>,2,7,48,აშხეpა>,96,False
ნდაკება,2,7,48,ნდაkება,96,False
თხოვნილ,2,7,48,tხოვნილ,96,False
ქანცული,2,7,48,kანcული,96,False
ანცული>,2,7,48,ანcული>,96,False
დახვეწი,2,7,48,დახვეcი,96,False
ახვეწილ,2,7,48,ახვეcილ,96,False
<ჩაჯდომ,2,7,48,<ჩაjდომ,96,False
<ეკოლოგ,2,7,48,<ეkოლოგ,96,False
ლექტრიფ,2,7,48,ლეktრიp,96,False
ექტრიფი,2,7,48,ეktრიpი,96,False
განიცდი,2,7,48,განიcდი,96,False
არმაცი>,2,7,48,არმაcი>,96,False
<ალიაქო,2,7,48,<ალიაkო,96,False
ალიაქოთ,2,7,48,ალიაkოt,96,False
ასაკმარ,2,7,48,ასაkმარ,96,False
ხინჯებს,2,7,48,ხინjებს,96,False
<ხელთათ,2,7,48,<ხელtაt,96,False
<ლითოგრ,2,7,47,<ლიtოგრ,94,False
დაფიქრე,2,7,47,დაpიkრე,94,False
ოცხლებუ,2,7,47,ოcხლებუ,94,False
ნდუქტორ,2,7,47,ნდუktორ,94,False
<გადააქ,2,7,47,<გადააk,94,False
ლაკნილი,2,7,47,ლაkნილი,94,False
დეგები>,2,7,47,დეგები>,94,False
<თეოლოგ,2,7,47,<tეოლოგ,94,False
ეწყვილე,2,7,47,ეcყვილე,94,False
<გამომთ,2,7,47,<გამომt,94,False
წარმავა,2,7,47,cარმავა,94,False
<ამიაკი,2,7,47,<ამიაkი,94,False
ამაღელვ,2,7,47,ამაგელვ,94,False
მაღელვე,2,7,47,მაგელვე,94,False
აღმართა,2,7,47,აგმარtა,94,False
<მოგერი,2,7,47,<მოგერი,94,False
<მართკუ,2,7,47,<მარtkუ,94,False
მართკუთ,2,7,47,მარtkუt,94,False
ართკუთხ,2,7,47,არtkუtხ,94,False
გნოსტიკ,2,7,47,გნოსtიk,94,False
<შეთეთრ,2,7,47,<შეtეtრ,94,False
შეთეთრე,2,7,47,შეtეtრე,94,False
ეთეთრებ,2,7,47,ეtეtრებ,94,False
ემოსაზღ,2,7,47,ემოსაზგ,94,False
<დაკალი,2,7,47,<დაkალი,94,False
მოთქვა>,2,7,47,მოtkვა>,94,False
ხვრეტს>,2,7,47,ხვრეtს>,94,False
აოცარი>,2,7,47,აოcარი>,94,False
გაპრიალ,2,7,47,გაpრიალ,94,False
ფარდობა,2,7,47,pარდობა,94,False
<მოკრივ,2,7,47,<მოkრივ,94,False
კრიტიკა,2,7,47,kრიtიkა,94,False
<აკურთხ,2,7,47,<აkურtხ,94,False
<ცხვირს,2,7,47,<cხვირს,94,False
დუღებელ,2,7,47,დუგებელ,94,False
შესატყვ,2,7,47,შესაtყვ,94,False
<ესკალა,2,7,47,<ესkალა,94,False
<სტიმულ,2,7,47,<სtიმულ,94,False
ასტროლო,2,7,47,ასtროლო,94,False
მოსადეგ,2,7,47,მოსადეგ,94,False
აუწყვეტ,2,7,47,აუcყვეt,94,False
ყვეტელი,2,7,47,ყვეtელი,94,False
<დეპრეს,2,7,47,<დეpრეს,94,False
დეპრესი,2,7,47,დეpრესი,94,False
ცვლითი>,2,7,47,cვლიtი>,94,False
დელიკატ,2,7,47,დელიkაt,94,False
<ლაჟვარ,2,7,47,<ლაjვარ,94,False
რამეტი>,2,7,47,რამეtი>,94,False
<მოთმინ,2,7,47,<მოtმინ,94,False
ღვრევა>,2,7,47,გვრევა>,94,False
მღვრევა,2,7,47,მგვრევა,94,False
დააფრთხ,2,7,47,დააpრtხ,94,False
<გამოას,2,7,47,<გამოას,94,False
მოაქვს>,2,7,47,მოაkვს>,94,False
ილტრავი,2,7,47,ილtრავი,94,False
ლტრავი>,2,7,47,ლtრავი>,94,False
ართალი>,2,7,47,არtალი>,94,False
ფიერება,2,7,47,pიერება,94,False
<მოიპოვ,2,7,47,<მოიpოვ,94,False
ტკეპნილ,2,7,47,tkეpნილ,94,False
კეპნილი,2,7,47,kეpნილი,94,False
ეპნილი>,2,7,47,ეpნილი>,94,False
ქიმიანი,2,7,47,kიმიანი,94,False
მოწყენი,2,7,47,მოcყენი,94,False
<მოლუსკ,2,7,47,<მოლუსk,94,False
წოდებს>,2,7,47,cოდებს>,94,False
<გამომყ,2,7,47,<გამომყ,94,False
ლეწავს>,2,7,47,ლეcავს>,94,False
აატარა>,2,7,47,ააtარა>,94,False
გადმოტვ,2,7,47,გადმოtვ,94,False
ადმოტვი,2,7,47,ადმოtვი,94,False
დმოტვირ,2,7,47,დმოtვირ,94,False
<კატალი,2,7,47,<kაtალი,94,False
ვლეთის>,2,7,47,ვლეtის>,94,False
ამქრალი,2,7,47,ამkრალი,94,False
<შეკვეც,2,7,47,<შეkვეc,94,False
ადუღებუ,2,7,47,ადუგებუ,94,False
კოლოგიუ,2,7,47,kოლოგიუ,94,False
ოგრამის,2,7,47,ოგრამის,94,False
<თერმოდ,2,7,47,<tერმოდ,94,False
<საპირფ,2,7,47,<საpირp,94,False
რფარეშო,2,7,47,რpარეშო,94,False
ირფარეშ,2,7,47,ირpარეშ,94,False
პირფარე,2,7,47,pირpარე,94,False
აპირფარ,2,7,47,აpირpარ,94,False
საპირფა,2,7,47,საpირpა,94,False
ხელკეტი,2,7,47,ხელkეtი,94,False
ქარიშხა,2,7,47,kარიშხა,94,False
ცნაურობ,2,7,47,cნაურობ,94,False
უცნაურო,2,7,47,უcნაურო,94,False
ირგვლივ,2,7,47,ირგვლივ,94,False
<ირგვლი,2,7,47,<ირგვლი,94,False
რთობლივ,2,7,46,რtობლივ,92,False
<დაუკრა,2,7,46,<დაუkრა,92,False
აქნევა>,2,7,46,აkნევა>,92,False
კრულება,2,7,46,kრულება,92,False
ტილაცია,2,7,46,tილაcია,92,False
<გარეცხ,2,7,46,<გარეcხ,92,False
<გაჭუჭყ,2,7,46,<გაჭუჭყ,92,False
გაჭუჭყი,2,7,46,გაჭუჭყი,92,False
მაკავში,2,7,46,მაkავში,92,False
<წიგნაკ,2,7,46,<cიგნაk,92,False
<დატუსა,2,7,46,<დაtუსა,92,False
ტეგორიუ,2,7,46,tეგორიუ,92,False
<მომატე,2,7,46,<მომაtე,92,False
პოლარებ,2,7,46,pოლარებ,92,False
<მიამიტ,2,7,46,<მიამიt,92,False
კანდინა,2,7,46,kანდინა,92,False
სკანდინ,2,7,46,სkანდინ,92,False
წამოძახ,2,7,46,cამოძახ,92,False
<წამოძა,2,7,46,<cამოძა,92,False
ათანობი,2,7,46,აtანობი,92,False
თანობით,2,7,46,tანობიt,92,False
<ფანერი,2,7,46,<pანერი,92,False
დაღვრა>,2,7,46,დაგვრა>,92,False
აპერიოდ,2,7,46,აpერიოდ,92,False
სკეპტიკ,2,7,46,სkეptიk,92,False
<მასწორ,2,7,46,<მასcორ,92,False
მიმწოდე,2,7,46,მიმcოდე,92,False
იმწოდებ,2,7,46,იმcოდებ,92,False
საცმლის,2,7,46,საcმლის,92,False
<დესპოტ,2,7,46,<დესpოt,92,False
<გაპრია,2,7,46,<გაpრია,92,False
<ბალისტ,2,7,46,<ბალისt,92,False
მოწურვა,2,7,46,მოcურვა,92,False
ოწურვა>,2,7,46,ოcურვა>,92,False
კულმინა,2,7,46,kულმინა,92,False
როცენტი,2,7,46,როcენtი,92,False
აჯანსაღ,2,7,46,აjანსაგ,92,False
<შეცხობ,2,7,46,<შეcხობ,92,False
რეტელი>,2,7,46,რეtელი>,92,False
სუბუქა>,2,7,46,სუბუkა>,92,False
ოდუქცია,2,7,46,ოდუkcია,92,False
ქსპორტი,2,7,46,kსpორtი,92,False
სტიმული,2,7,46,სtიმული,92,False
კურდღლე,2,7,46,kურდგლე,92,False
ლმინაცი,2,7,46,ლმინაcი,92,False
მამცირე,2,7,46,მამcირე,92,False
ონტაჟებ,2,7,46,ონtაjებ,92,False
დასაბუთ,2,7,46,დასაბუt,92,False
<ეგოისტ,2,7,46,<ეგოისt,92,False
აუფასურ,2,7,46,აუpასურ,92,False
ფასურებ,2,7,46,pასურებ,92,False
ტაკება>,2,7,46,tაkება>,92,False
კუქცევი,2,7,46,kუkcევი,92,False
უქცევით,2,7,46,უkcევიt,92,False
რთების>,2,7,46,რtების>,92,False
<აუღელვ,2,7,46,<აუგელვ,92,False
მოთმინე,2,7,46,მოtმინე,92,False
ოთმინებ,2,7,46,ოtმინებ,92,False
<პულვერ,2,7,46,<pულვერ,92,False
<პირაპი,2,7,46,<pირაpი,92,False
რაღება>,2,7,46,რაგება>,92,True
რეგრესი,2,7,46,რეგრესი,92,False
ნაბიჯებ,2,7,46,ნაბიjებ,92,False
ულმინაც,2,7,46,ულმინაc,92,False
<კონსპე,2,7,46,<kონსpე,92,False
მაცხოვრ,2,7,46,მაcხოვრ,92,False
<წყლები,2,7,46,<cყლები,92,False
ეცნიერი,2,7,46,ეcნიერი,92,False
იტორია>,2,7,46,იtორია>,92,False
წრთობა>,2,7,46,cრtობა>,92,False
ჩქარებს,2,7,46,ჩkარებს,92,False
ტრანზის,2,7,46,tრანზის,92,False
რანზისტ,2,7,46,რანზისt,92,False
ანზისტო,2,7,46,ანზისtო,92,False
ნზისტორ,2,7,46,ნზისtორ,92,False
ნაკები>,2,7,46,ნაkები>,92,False
იცხვიან,2,7,46,იcხვიან,92,False
<შედუღე,2,7,46,<შედუგე,92,False
შეჯგუფე,2,7,46,შეjგუpე,92,False
წიფება>,2,7,46,cიpება>,92,False
გაუფრთხ,2,7,46,გაუpრtხ,92,False
<გაუფრთ,2,7,46,<გაუpრt,92,False
რთვისა>,2,7,46,რtვისა>,92,False
<მოკაზმ,2,7,46,<მოkაზმ,92,False
როდუქტე,2,7,46,როდუktე,92,False
ოდუქტებ,2,7,46,ოდუktებ,92,False
ანგება>,2,7,46,ანგება>,92,False
<ეკრანი,2,7,46,<ეkრანი,92,False
მარაგა>,2,7,46,მარაგა>,92,False
თხრობა>,2,7,46,tხრობა>,92,False
ათობითი,2,7,46,აtობიtი,92,False
<რელიეფ,2,7,45,<რელიეp,90,False
ადუღებს,2,7,45,ადუგებს,90,False
<ელეგან,2,7,45,<ელეგან,90,False
<დაუჟან,2,7,45,<დაუjან,90,False
დაუჟანგ,2,7,45,დაუjანგ,90,False
შპალერი,2,7,45,შpალერი,90,False
თხელება,2,7,45,tხელება,90,False
იგრაცია,2,7,45,იგრაcია,90,False
ილტრაცი,2,7,45,ილtრაcი,90,False
ფილტრაც,2,7,45,pილtრაc,90,False
თეორიულ,2,7,45,tეორიულ,90,False
ოწყალე>,2,7,45,ოcყალე>,90,False
პანელი>,2,7,45,pანელი>,90,False
რაგონივ,2,7,45,რაგონივ,90,False
აგონივრ,2,7,45,აგონივრ,90,False
მოგერიე,2,7,45,მოგერიე,90,False
ოგერიებ,2,7,45,ოგერიებ,90,False
ფარდები,2,7,45,pარდები,90,False
<მცდელო,2,7,45,<მcდელო,90,False
მცდელობ,2,7,45,მcდელობ,90,False
<ეზიზღე,2,7,45,<ეზიზგე,90,False
ეოცნებე,2,7,45,ეოcნებე,90,False
<მეოცნე,2,7,45,<მეოcნე,90,False
მეოცნებ,2,7,45,მეოcნებ,90,False
აცმლის>,2,7,45,აcმლის>,90,False
კეპავს>,2,7,45,kეpავს>,90,False
კეთილსი,2,7,45,kეtილსი,90,False
ეთილსინ,2,7,45,ეtილსინ,90,False
თილსინდ,2,7,45,tილსინდ,90,False
ატაცებუ,2,7,45,აtაcებუ,90,False
ახტომა>,2,7,45,ახtომა>,90,False
ფასეულო,2,7,45,pასეულო,90,False
რმატები,2,7,45,რმაtები,90,False
<შესატყ,2,7,45,<შესაtყ,90,False
კვდავყო,2,7,45,kვდავყო,90,False
უკვდავყ,2,7,45,უkვდავყ,90,False
<ტურისტ,2,7,45,<tურისt,90,False
აგრიგალ,2,7,45,აგრიგალ,90,False
ფონიკურ,2,7,45,pონიkურ,90,False
სკდომა>,2,7,45,სkდომა>,90,False
არკვევი,2,7,45,არkვევი,90,False
მობურცუ,2,7,45,მობურcუ,90,False
ობურცულ,2,7,45,ობურcულ,90,False
სტროლოგ,2,7,45,სtროლოგ,90,False
გამწვავ,2,7,45,გამcვავ,90,False
<გადათა,2,7,45,<გადაtა,90,True
ელკანია,2,7,45,ელkანია,90,False
ებისყოფ,2,7,45,ებისყოp,90,False
სასჯელი,2,7,45,სასjელი,90,False
დიაპაზო,2,7,45,დიაpაზო,90,False
იაპაზონ,2,7,45,იაpაზონ,90,False
აანგრევ,2,7,45,აანგრევ,90,False
<სენსაც,2,7,45,<სენსაc,90,False
სენსაცი,2,7,45,სენსაcი,90,False
გზნებად,2,7,45,გზნებად,90,False
ამეცნიე,2,7,45,ამეcნიე,90,False
დაფუძნე,2,7,45,დაpუძნე,90,False
<ფაიფურ,2,7,45,<pაიpურ,90,False
ეპასუხე,2,7,45,ეpასუხე,90,False
<სირთულ,2,7,45,<სირtულ,90,False
გებლოდ>,2,7,45,გებლოდ>,90,False
სათანად,2,7,45,საtანად,90,False
ათანადო,2,7,45,აtანადო,90,False
<გაორმა,2,7,45,<გაორმა,90,False
გაორმაგ,2,7,45,გაორმაგ,90,False
დაწუნებ,2,7,45,დაcუნებ,90,False
<დაწუნე,2,7,45,<დაcუნე,90,False
ქსელერა,2,7,45,kსელერა,90,False
<გაფლან,2,7,45,<გაpლან,90,False
გაფლანგ,2,7,45,გაpლანგ,90,False
აანაწილ,2,7,45,აანაcილ,90,False
გადამკვ,2,7,45,გადამkვ,90,False
ღებისა>,2,7,45,გებისა>,90,False
<შეფერი,2,7,45,<შეpერი,90,False
შეფერილ,2,7,45,შეpერილ,90,False
დუღარე>,2,7,45,დუგარე>,90,False
